Date,Week day,ON,1W,1M,2M,3M,6M,12M
05.08.2015,Wed,0.1265,0.149,0.1935,0.2505,0.3109,0.50375,0.83185
04.08.2015,Tue,0.1265,0.1502,0.19075,0.24145,0.3011,0.48585,0.8052
03.08.2015,Mon,0.1265,0.15,0.1905,0.24575,0.3037,0.4876,0.80885
31.07.2015,Fri,0.1214,0.1491,0.19175,0.2495,0.3086,0.4899,0.82835
30.07.2015,Thu,0.1265,0.1495,0.1885,0.24425,0.3001,0.4799,0.8136
29.07.2015,Wed,0.126,0.1469,0.18955,0.24175,0.2968,0.47465,0.8011
28.07.2015,Tue,0.126,0.1505,0.1908,0.24395,0.2968,0.47365,0.8042
27.07.2015,Mon,0.126,0.151,0.189,0.243,0.2941,0.46895,0.80095
24.07.2015,Fri,0.1265,0.15,0.189,0.243,0.2936,0.4697,0.8071
23.07.2015,Thu,0.1265,0.149,0.1905,0.2445,0.2951,0.46995,0.8072
22.07.2015,Wed,0.1285,0.147,0.187,0.2405,0.2925,0.46745,0.8046
21.07.2015,Tue,0.1275,0.149,0.185,0.24175,0.2941,0.4707,0.80535
20.07.2015,Mon,0.1275,0.15,0.189,0.2425,0.295,0.4647,0.79535
17.07.2015,Fri,0.128,0.1481,0.1905,0.24075,0.29175,0.4602,0.7757
16.07.2015,Thu,0.128,0.15,0.188,0.238,0.287,0.4557,0.7732
15.07.2015,Wed,0.128,0.15,0.186,0.23875,0.2885,0.46195,0.77295
14.07.2015,Tue,0.128,0.1485,0.187,0.24,0.2885,0.46345,0.77895
13.07.2015,Mon,0.128,0.149,0.1873,0.24005,0.2888,0.4634,0.7812
10.07.2015,Fri,0.1265,0.1481,0.186,0.238,0.2858,0.454,0.7627
09.07.2015,Thu,0.1255,0.148,0.1867,0.2363,0.286,0.4499,0.75335
08.07.2015,Wed,0.1255,0.149,0.1885,0.23385,0.28345,0.4459,0.75035
07.07.2015,Tue,0.126,0.1495,0.1895,0.235,0.28325,0.44445,0.75985
06.07.2015,Mon,0.1255,0.147,0.1865,0.2311,0.28425,0.4447,0.76185
03.07.2015,Fri,0.1255,0.148,0.1884,0.2319,0.2843,0.448,0.7716
02.07.2015,Thu,0.125,0.148,0.18815,0.2342,0.2835,0.4547,0.7871
01.07.2015,Wed,0.123,0.149,0.185,0.23375,0.2836,0.44835,0.77775
30.06.2015,Tue,0.112,0.148,0.1865,0.2341,0.2832,0.44485,0.7715
29.06.2015,Mon,0.1236,0.1475,0.1866,0.2337,0.2837,0.44285,0.766
26.06.2015,Fri,0.124,0.146,0.1866,0.2345,0.28175,0.4464,0.7765
25.06.2015,Thu,0.1245,0.146,0.186,0.234,0.282,0.44705,0.77425
24.06.2015,Wed,0.1235,0.146,0.1865,0.23425,0.28075,0.4468,0.77575
23.06.2015,Tue,0.124,0.148,0.187,0.233,0.28075,0.4438,0.76875
22.06.2015,Mon,0.1245,0.148,0.187,0.23525,0.28225,0.44405,0.766
19.06.2015,Fri,0.1245,0.147,0.187,0.2338,0.2813,0.44365,0.7666
18.06.2015,Thu,0.1235,0.1472,0.18675,0.2343,0.2808,0.4434,0.76635
17.06.2015,Wed,0.123,0.144,0.1875,0.2365,0.2857,0.45205,0.79135
16.06.2015,Tue,0.1235,0.1475,0.185,0.23425,0.28625,0.45185,0.7896
15.06.2015,Mon,0.1235,0.1477,0.18525,0.23475,0.28325,0.44985,0.79185
12.06.2015,Fri,0.123,0.1475,0.18475,0.23425,0.28605,0.4484,0.7908
11.06.2015,Thu,0.123,0.1475,0.1855,0.2375,0.28585,0.4448,0.78795
10.06.2015,Wed,0.123,0.144,0.18875,0.2365,0.28785,0.44155,0.78195
09.06.2015,Tue,0.123,0.147,0.1875,0.235,0.2855,0.43795,0.7682
08.06.2015,Mon,0.123,0.1475,0.1854,0.235,0.2822,0.4334,0.7722
05.06.2015,Fri,0.123,0.1475,0.183,0.23145,0.2812,0.4239,0.7492
04.06.2015,Thu,0.123,0.14725,0.18405,0.2337,0.2789,0.42185,0.74795
03.06.2015,Wed,0.123,0.1445,0.185,0.236,0.2792,0.4204,0.74545
02.06.2015,Tue,0.1235,0.1473,0.1848,0.2352,0.2787,0.4219,0.74995
01.06.2015,Mon,0.123,0.147,0.183,0.23705,0.2825,0.42365,0.7477
29.05.2015,Fri,0.121,0.15025,0.184,0.23675,0.28375,0.42465,0.7497
28.05.2015,Thu,0.123,0.15,0.184,0.23425,0.28275,0.42315,0.75295
27.05.2015,Wed,0.123,0.14575,0.18535,0.23065,0.2835,0.42305,0.7526
26.05.2015,Tue,0.123,0.148,0.1863,0.2346,0.28585,0.425,0.75685
22.05.2015,Fri,0.124,0.14775,0.18485,0.232,0.2845,0.41865,0.7376
21.05.2015,Thu,0.124,0.1485,0.18475,0.231,0.282,0.41815,0.7391
20.05.2015,Wed,0.124,0.1465,0.18475,0.23245,0.2835,0.417,0.73935
19.05.2015,Tue,0.124,0.1485,0.18675,0.23245,0.281,0.4155,0.7276
18.05.2015,Mon,0.124,0.1485,0.184,0.22575,0.276,0.41425,0.7251
15.05.2015,Fri,0.124,0.149,0.1862,0.22475,0.2765,0.41275,0.72335
14.05.2015,Thu,0.123,0.14675,0.18335,0.22375,0.276,0.41275,0.72285
13.05.2015,Wed,0.123,0.14575,0.1856,0.22465,0.2739,0.41415,0.73035
12.05.2015,Tue,0.123,0.14875,0.1856,0.22525,0.275,0.41455,0.7346
11.05.2015,Mon,0.123,0.14825,0.1856,0.22785,0.2766,0.41265,0.7241
08.05.2015,Fri,0.123,0.1485,0.18475,0.228,0.27985,0.41425,0.7326
07.05.2015,Thu,0.123,0.1485,0.1815,0.228,0.27885,0.41475,0.7361
06.05.2015,Wed,0.123,0.1453,0.18025,0.2279,0.276,0.4164,0.7341
05.05.2015,Tue,0.123,0.149,0.1805,0.2296,0.2759,0.41275,0.72135
01.05.2015,Fri,0.122,0.1475,0.18225,0.23275,0.27975,0.4109,0.7176
30.04.2015,Thu,0.12,0.14975,0.181,0.23225,0.27875,0.4079,0.70525
29.04.2015,Wed,0.123,0.1476,0.18025,0.23275,0.27815,0.40765,0.699
28.04.2015,Tue,0.123,0.1495,0.18425,0.23275,0.27815,0.40615,0.696
27.04.2015,Mon,0.1225,0.14525,0.18125,0.23175,0.279,0.40765,0.70115
24.04.2015,Fri,0.1225,0.144,0.1815,0.23225,0.279,0.4089,0.7059
23.04.2015,Thu,0.1225,0.146,0.18125,0.23125,0.277,0.40865,0.7064
22.04.2015,Wed,0.122,0.14645,0.18175,0.23025,0.2775,0.4049,0.69915
21.04.2015,Tue,0.1225,0.14925,0.1815,0.22945,0.27725,0.40565,0.7009
20.04.2015,Mon,0.122,0.14775,0.1805,0.22745,0.276,0.4054,0.69515
17.04.2015,Fri,0.122,0.1475,0.18025,0.2285,0.27575,0.4029,0.68465
16.04.2015,Thu,0.122,0.147,0.18055,0.226,0.2751,0.40265,0.6914
15.04.2015,Wed,0.122,0.14375,0.1804,0.22625,0.27435,0.4014,0.69265
14.04.2015,Tue,0.122,0.14675,0.1825,0.22675,0.27555,0.4049,0.7001
13.04.2015,Mon,0.122,0.147,0.1815,0.22725,0.2753,0.40515,0.70335
10.04.2015,Fri,0.122,0.14625,0.1785,0.2285,0.277,0.4044,0.69835
09.04.2015,Thu,0.121,0.14575,0.18,0.2285,0.2759,0.4034,0.69435
08.04.2015,Wed,0.121,0.1413,0.18095,0.2265,0.2712,0.3995,0.6891
07.04.2015,Tue,0.122,0.142,0.18015,0.2237,0.27375,0.3984,0.6856
02.04.2015,Thu,0.1215,0.1438,0.17975,0.2205,0.27375,0.40115,0.69235
01.04.2015,Wed,0.1225,0.1444,0.17755,0.2236,0.27075,0.4034,0.6981
31.03.2015,Tue,0.114,0.1407,0.17625,0.2218,0.27075,0.40065,0.6942
30.03.2015,Mon,0.12,0.14425,0.17925,0.2236,0.27415,0.40265,0.6989
27.03.2015,Fri,0.121,0.1425,0.178,0.2231,0.2754,0.4049,0.70215
26.03.2015,Thu,0.121,0.1415,0.17775,0.2215,0.27305,0.4019,0.6999
25.03.2015,Wed,0.1215,0.13975,0.1756,0.2215,0.26855,0.3979,0.69715
24.03.2015,Tue,0.122,0.14025,0.17275,0.2205,0.26935,0.39865,0.6924
23.03.2015,Mon,0.1225,0.142,0.17375,0.2213,0.2668,0.39485,0.6911
20.03.2015,Fri,0.122,0.142,0.174,0.2213,0.2668,0.39735,0.69735
19.03.2015,Thu,0.122,0.1435,0.17325,0.2188,0.26455,0.39385,0.68685
18.03.2015,Wed,0.122,0.1415,0.176,0.2203,0.2703,0.4091,0.71535
17.03.2015,Tue,0.1225,0.141,0.1775,0.223,0.26935,0.4061,0.71335
16.03.2015,Mon,0.123,0.14,0.177,0.2215,0.27015,0.4019,0.71335
13.03.2015,Fri,0.123,0.14,0.1765,0.2212,0.27065,0.4029,0.71335
12.03.2015,Thu,0.1225,0.139,0.1745,0.2202,0.2706,0.4031,0.7136
11.03.2015,Wed,0.122,0.1385,0.176,0.2195,0.2699,0.4014,0.7151
10.03.2015,Tue,0.122,0.1385,0.1779,0.2185,0.2677,0.4042,0.71085
09.03.2015,Mon,0.1215,0.1387,0.1765,0.217,0.2666,0.4041,0.7111
06.03.2015,Fri,0.1215,0.1389,0.175,0.2165,0.2646,0.3976,0.6881
05.03.2015,Thu,0.1215,0.139,0.175,0.215,0.2636,0.3971,0.68885
04.03.2015,Wed,0.1215,0.1385,0.175,0.2147,0.2636,0.3956,0.6886
03.03.2015,Tue,0.1215,0.1385,0.173,0.2155,0.26515,0.3879,0.6871
02.03.2015,Mon,0.1192,0.1365,0.1727,0.2145,0.26095,0.3842,0.68185
27.02.2015,Fri,0.116,0.135,0.173,0.2145,0.26185,0.3807,0.6796
26.02.2015,Thu,0.118,0.139,0.1719,0.2145,0.2616,0.37835,0.66935
25.02.2015,Wed,0.118,0.138,0.172,0.214,0.2609,0.3829,0.6686
24.02.2015,Tue,0.119,0.13875,0.1715,0.214,0.2611,0.38515,0.67735
23.02.2015,Mon,0.119,0.1406,0.171,0.213,0.2616,0.3847,0.6784
20.02.2015,Fri,0.1205,0.1395,0.1715,0.2108,0.2626,0.3857,0.6744
19.02.2015,Thu,0.1185,0.1414,0.1735,0.2147,0.2615,0.3841,0.6709
18.02.2015,Wed,0.118,0.14,0.1735,0.2145,0.2606,0.3853,0.6841
17.02.2015,Tue,0.1175,0.1379,0.1735,0.214,0.2567,0.3819,0.6746
16.02.2015,Mon,0.1175,0.1375,0.173,0.2135,0.2562,0.3809,0.6726
13.02.2015,Fri,0.1175,0.138,0.173,0.212,0.2571,0.3824,0.6736
12.02.2015,Thu,0.1195,0.138,0.172,0.2115,0.2581,0.3769,0.6716
11.02.2015,Wed,0.118,0.1375,0.1717,0.2112,0.2581,0.3783,0.6646
10.02.2015,Tue,0.116,0.1362,0.1717,0.2112,0.2581,0.3768,0.6636
09.02.2015,Mon,0.117,0.134,0.1722,0.2112,0.25835,0.3734,0.656
06.02.2015,Fri,0.1175,0.1365,0.1715,0.2115,0.2556,0.3624,0.6315
05.02.2015,Thu,0.118,0.136,0.171,0.21025,0.2561,0.3624,0.629
04.02.2015,Wed,0.118,0.137,0.1735,0.2105,0.2551,0.3608,0.6254
03.02.2015,Tue,0.1175,0.136,0.171,0.2085,0.2551,0.3588,0.61815
02.02.2015,Mon,0.116,0.136,0.1695,0.2085,0.2521,0.3574,0.6194
30.01.2015,Fri,0.115,0.1351,0.17125,0.2104,0.2531,0.3574,0.6209
29.01.2015,Thu,0.1194,0.1368,0.1709,0.2106,0.2546,0.3579,0.6204
28.01.2015,Wed,0.1177,0.1367,0.1705,0.2115,0.2546,0.3574,0.6179
27.01.2015,Tue,0.1196,0.1371,0.168,0.211,0.2526,0.3554,0.6224
26.01.2015,Mon,0.1199,0.1369,0.169,0.213,0.2561,0.3554,0.6214
23.01.2015,Fri,0.1199,0.1344,0.16775,0.211,0.2561,0.3539,0.6219
22.01.2015,Thu,0.1214,0.1347,0.16825,0.21325,0.2561,0.3574,0.6229
21.01.2015,Wed,0.1214,0.1361,0.16675,0.21575,0.2571,0.3589,0.6219
20.01.2015,Tue,0.1208,0.1355,0.1685,0.2138,0.2567,0.3559,0.6159
19.01.2015,Mon,0.1201,0.1355,0.16875,0.21405,0.2562,0.3559,0.6119
16.01.2015,Fri,0.1201,0.135,0.168,0.2137,0.2566,0.3549,0.6099
15.01.2015,Thu,0.1201,0.1351,0.168,0.2142,0.2526,0.3564,0.6149
14.01.2015,Wed,0.1196,0.1345,0.16825,0.216,0.2536,0.3589,0.6224
13.01.2015,Tue,0.1167,0.133,0.1665,0.2135,0.2533,0.3576,0.6224
12.01.2015,Mon,0.1165,0.1319,0.1665,0.214,0.2528,0.3591,0.6209
09.01.2015,Fri,0.1191,0.1349,0.16675,0.21475,0.2541,0.3619,0.6264
08.01.2015,Thu,0.1191,0.1341,0.16625,0.2142,0.2521,0.3604,0.6289
07.01.2015,Wed,0.1189,0.1342,0.1665,0.2148,0.2521,0.3613,0.6273
06.01.2015,Tue,0.1187,0.1335,0.16775,0.2162,0.2511,0.3603,0.6283
05.01.2015,Mon,0.1164,0.13475,0.168,0.2156,0.2536,0.3623,0.6338
02.01.2015,Fri,0.1126,0.1348,0.1675,0.2142,0.2556,0.3648,0.6328
31.12.2014,Wed,0.0852,0.135,0.17125,0.21445,0.2556,0.3628,0.6288
30.12.2014,Tue,0.1146,0.136,0.1695,0.21625,0.2552,0.3574,0.6288
29.12.2014,Mon,0.1161,0.1326,0.16925,0.21575,0.2551,0.3574,0.6288
24.12.2014,Wed,0.1151,0.133,0.16875,0.21475,0.2566,0.3574,0.6288
23.12.2014,Tue,0.1141,0.13425,0.1695,0.21475,0.2546,0.3574,0.6278
22.12.2014,Mon,0.1142,0.134,0.167,0.21025,0.2551,0.3544,0.6223
19.12.2014,Fri,0.114,0.132,0.16425,0.21,0.2521,0.35,0.6168
18.12.2014,Thu,0.1117,0.1308,0.16545,0.2095,0.2471,0.3436,0.6053
17.12.2014,Wed,0.1108,0.1305,0.1641,0.209,0.24535,0.3436,0.6053
16.12.2014,Tue,0.11,0.131,0.162,0.2079,0.2426,0.3399,0.5993
15.12.2014,Mon,0.1105,0.1319,0.162,0.209,0.2426,0.3414,0.5978
12.12.2014,Fri,0.1104,0.1335,0.161,0.209,0.24285,0.3409,0.6013
11.12.2014,Thu,0.1125,0.1345,0.1608,0.208,0.2406,0.3384,0.6003
10.12.2014,Wed,0.112,0.135,0.1608,0.2075,0.2399,0.3377,0.6026
09.12.2014,Tue,0.11,0.136,0.1585,0.2012,0.23885,0.3379,0.5981
08.12.2014,Mon,0.111,0.1366,0.1617,0.203,0.2376,0.3399,0.6031
05.12.2014,Fri,0.111,0.134,0.158,0.1997,0.2356,0.3304,0.5766
04.12.2014,Thu,0.111,0.1341,0.1572,0.202,0.23535,0.3299,0.575
03.12.2014,Wed,0.1095,0.133,0.157,0.1973,0.23485,0.3262,0.5703
02.12.2014,Tue,0.1067,0.13075,0.15825,0.199,0.2346,0.3279,0.5648
01.12.2014,Mon,0.1017,0.1262,0.15775,0.198,0.2346,0.32895,0.5626
28.11.2014,Fri,0.0977,0.1241,0.154,0.201,0.2336,0.3262,0.5646
27.11.2014,Thu,0.102,0.1246,0.155,0.201,0.2336,0.32645,0.5646
26.11.2014,Wed,0.102,0.1248,0.15575,0.204,0.2356,0.3319,0.5646
25.11.2014,Tue,0.1025,0.12525,0.15625,0.2055,0.2356,0.3287,0.5646
24.11.2014,Mon,0.1015,0.1239,0.1535,0.2045,0.23435,0.3274,0.5643
21.11.2014,Fri,0.1015,0.12575,0.15525,0.2045,0.23285,0.3269,0.5643
20.11.2014,Thu,0.0994,0.124,0.155,0.2055,0.2329,0.3287,0.5618
19.11.2014,Wed,0.0985,0.12175,0.155,0.2039,0.2311,0.32465,0.5628
18.11.2014,Tue,0.0964,0.1218,0.155,0.204,0.23185,0.32565,0.56105
17.11.2014,Mon,0.0945,0.12,0.154,0.2035,0.23185,0.32565,0.56105
14.11.2014,Fri,0.094,0.12025,0.153,0.203,0.2321,0.3264,0.5633
13.11.2014,Thu,0.0939,0.1215,0.1547,0.203,0.2321,0.32615,0.5663
12.11.2014,Wed,0.0945,0.122,0.1528,0.2035,0.2332,0.326,0.5638
11.11.2014,Tue,0.094,0.12175,0.1533,0.202,0.2332,0.326,0.5643
10.11.2014,Mon,0.094,0.11985,0.1543,0.202,0.2331,0.3259,0.5563
07.11.2014,Fri,0.094,0.122,0.1573,0.202,0.2326,0.32665,0.5663
06.11.2014,Thu,0.0935,0.12225,0.1555,0.199,0.2316,0.32665,0.5578
05.11.2014,Wed,0.0925,0.1207,0.1555,0.199,0.23185,0.3259,0.5578
04.11.2014,Tue,0.0925,0.1185,0.1555,0.1992,0.23185,0.32615,0.5558
03.11.2014,Mon,0.0925,0.11975,0.1555,0.1991,0.23235,0.3279,0.5558
31.10.2014,Fri,0.088,0.12075,0.1559,0.1994,0.2321,0.3279,0.5538
30.10.2014,Thu,0.0911,0.122,0.1567,0.2001,0.23235,0.32865,0.5558
29.10.2014,Wed,0.0915,0.1207,0.154,0.1976,0.2326,0.32465,0.5418
28.10.2014,Tue,0.0905,0.11775,0.1535,0.1975,0.2326,0.3239,0.54155
27.10.2014,Mon,0.09,0.1205,0.1525,0.1975,0.2326,0.32265,0.5418
24.10.2014,Fri,0.0905,0.1205,0.152,0.1985,0.2331,0.3229,0.54255
23.10.2014,Thu,0.0905,0.1187,0.152,0.2014,0.2336,0.3237,0.5436
22.10.2014,Wed,0.0915,0.11875,0.153,0.2,0.2328,0.32315,0.5421
21.10.2014,Tue,0.091,0.11875,0.153,0.199,0.2306,0.32325,0.54115
20.10.2014,Mon,0.0915,0.1204,0.1557,0.198,0.2321,0.323,0.54715
17.10.2014,Fri,0.091,0.1205,0.1572,0.1975,0.23135,0.323,0.5469
16.10.2014,Thu,0.0913,0.12025,0.157,0.1963,0.23075,0.32315,0.54465
15.10.2014,Wed,0.092,0.12,0.1535,0.1954,0.2281,0.32165,0.5444
14.10.2014,Tue,0.091,0.1193,0.1518,0.195,0.2291,0.32005,0.54205
13.10.2014,Mon,0.0905,0.11955,0.1533,0.195,0.2306,0.32105,0.5473
10.10.2014,Fri,0.0905,0.1186,0.1528,0.1945,0.23,0.3198,0.55255
09.10.2014,Thu,0.0904,0.12,0.1527,0.1954,0.2291,0.3194,0.55055
08.10.2014,Wed,0.09,0.1173,0.1518,0.196,0.2291,0.32415,0.5673
07.10.2014,Tue,0.0902,0.11875,0.1525,0.1972,0.2311,0.32765,0.5713
06.10.2014,Mon,0.0905,0.1205,0.153,0.197,0.2326,0.3264,0.5718
03.10.2014,Fri,0.0899,0.11845,0.153,0.1965,0.2316,0.3247,0.5691
02.10.2014,Thu,0.0895,0.1195,0.152,0.1974,0.2312,0.3238,0.5681
01.10.2014,Wed,0.0908,0.11775,0.152,0.1981,0.2326,0.3247,0.5776
30.09.2014,Tue,0.0808,0.1185,0.1565,0.199,0.2351,0.3304,0.5786
29.09.2014,Mon,0.0905,0.1225,0.1525,0.1979,0.2351,0.33065,0.5802
26.09.2014,Fri,0.0905,0.1175,0.154,0.1994,0.2331,0.3304,0.5777
25.09.2014,Thu,0.0908,0.12175,0.1515,0.1995,0.2336,0.3314,0.5822
24.09.2014,Wed,0.0908,0.122,0.1535,0.1995,0.2351,0.33115,0.5827
23.09.2014,Tue,0.0909,0.122,0.1545,0.2005,0.2341,0.3299,0.5812
22.09.2014,Mon,0.0903,0.1215,0.1545,0.2,0.2356,0.3304,0.5817
19.09.2014,Fri,0.0912,0.11975,0.154,0.1995,0.2331,0.3309,0.5847
18.09.2014,Thu,0.0907,0.12175,0.1535,0.19595,0.2331,0.3304,0.5852
17.09.2014,Wed,0.091,0.122,0.153,0.19525,0.2341,0.3304,0.5827
16.09.2014,Tue,0.091,0.12175,0.1535,0.195,0.2344,0.33015,0.5827
15.09.2014,Mon,0.091,0.1193,0.1536,0.195,0.2346,0.3309,0.5847
12.09.2014,Fri,0.091,0.11925,0.1536,0.195,0.2346,0.3309,0.5862
11.09.2014,Thu,0.0906,0.1215,0.1536,0.195,0.2341,0.3309,0.5822
10.09.2014,Wed,0.0909,0.12125,0.1535,0.19525,0.2346,0.3314,0.5807
09.09.2014,Tue,0.0905,0.11955,0.1535,0.195,0.2346,0.3294,0.5737
08.09.2014,Mon,0.091,0.11985,0.1535,0.1953,0.2336,0.3263,0.5626
05.09.2014,Fri,0.091,0.11825,0.1528,0.195,0.2323,0.327,0.5691
04.09.2014,Thu,0.091,0.12125,0.1561,0.1966,0.2331,0.3289,0.5641
03.09.2014,Wed,0.0905,0.12125,0.1561,0.1966,0.2341,0.3289,0.5656
02.09.2014,Tue,0.0905,0.12225,0.1565,0.197,0.2331,0.32965,0.5621
01.09.2014,Mon,0.0895,0.12445,0.1565,0.19675,0.2336,0.3294,0.5646
29.08.2014,Fri,0.0895,0.12325,0.157,0.1959,0.2336,0.3299,0.5656
28.08.2014,Thu,0.0915,0.12425,0.1545,0.1969,0.2336,0.3319,0.5631
27.08.2014,Wed,0.092,0.1235,0.1567,0.1971,0.2346,0.3319,0.5626
26.08.2014,Tue,0.092,0.123,0.156,0.19675,0.2381,0.3299,0.5646
22.08.2014,Fri,0.0919,0.121,0.155,0.1951,0.2384,0.3305,0.5656
21.08.2014,Thu,0.092,0.1225,0.155,0.194,0.2349,0.329,0.5646
20.08.2014,Wed,0.0911,0.12125,0.155,0.19375,0.2349,0.327,0.5561
19.08.2014,Tue,0.0919,0.12225,0.1555,0.19375,0.2344,0.3285,0.5521
18.08.2014,Mon,0.0914,0.12175,0.1555,0.19385,0.2321,0.3285,0.5511
15.08.2014,Fri,0.0915,0.12175,0.1555,0.1945,0.2321,0.3285,0.5506
14.08.2014,Thu,0.0911,0.1215,0.155,0.19425,0.2311,0.3292,0.5508
13.08.2014,Wed,0.0903,0.1205,0.155,0.1955,0.2336,0.3309,0.5553
12.08.2014,Tue,0.0901,0.12125,0.156,0.196,0.2331,0.3289,0.5553
11.08.2014,Mon,0.0902,0.12025,0.1555,0.19625,0.2338,0.3281,0.5545
08.08.2014,Fri,0.0895,0.1205,0.156,0.19475,0.2351,0.3289,0.554
07.08.2014,Thu,0.0895,0.1215,0.157,0.193,0.2331,0.3283,0.5554
06.08.2014,Wed,0.0899,0.12,0.1588,0.1941,0.2342,0.3283,0.5559
05.08.2014,Tue,0.0899,0.122,0.1585,0.196,0.2371,0.3299,0.5604
04.08.2014,Mon,0.0905,0.1205,0.1569,0.19625,0.2371,0.3306,0.5621
01.08.2014,Fri,0.0899,0.122,0.156,0.19775,0.2381,0.3344,0.5781
31.07.2014,Thu,0.0865,0.12325,0.156,0.1985,0.2391,0.3345,0.5796
30.07.2014,Wed,0.091,0.12325,0.1558,0.1985,0.2396,0.3325,0.5686
29.07.2014,Tue,0.0911,0.12225,0.155,0.197,0.2371,0.33,0.5646
28.07.2014,Mon,0.0907,0.12175,0.155,0.19725,0.2361,0.3288,0.5636
25.07.2014,Fri,0.0915,0.122,0.156,0.19725,0.2341,0.3281,0.5601
24.07.2014,Thu,0.0913,0.12325,0.15425,0.1975,0.2351,0.3291,0.5571
23.07.2014,Wed,0.092,0.123,0.155,0.19765,0.2341,0.3288,0.5536
22.07.2014,Tue,0.0925,0.123,0.15525,0.1975,0.2326,0.3271,0.5561
21.07.2014,Mon,0.0915,0.123,0.15475,0.19725,0.2331,0.3274,0.5521
18.07.2014,Fri,0.093,0.122,0.15425,0.19725,0.2316,0.3254,0.5529
17.07.2014,Thu,0.0925,0.12275,0.1562,0.19595,0.2336,0.3271,0.5544
16.07.2014,Wed,0.0924,0.12275,0.15545,0.19595,0.2336,0.3266,0.5549
15.07.2014,Tue,0.0942,0.12275,0.1542,0.19575,0.2331,0.3264,0.5519
14.07.2014,Mon,0.0934,0.1225,0.152,0.19275,0.2326,0.3264,0.5519
11.07.2014,Fri,0.0939,0.12275,0.152,0.1915,0.2336,0.3257,0.5497
10.07.2014,Thu,0.094,0.12225,0.1515,0.19175,0.2336,0.3272,0.5492
09.07.2014,Wed,0.0942,0.1225,0.15275,0.195,0.2341,0.3307,0.5572
08.07.2014,Tue,0.0941,0.12225,0.1525,0.1925,0.2336,0.3302,0.5562
07.07.2014,Mon,0.0945,0.123,0.1534,0.19275,0.2341,0.3283,0.5562
04.07.2014,Fri,0.0954,0.123,0.1534,0.1925,0.2331,0.3272,0.5532
03.07.2014,Thu,0.0954,0.123,0.1555,0.19555,0.2321,0.3267,0.5467
02.07.2014,Wed,0.0959,0.123,0.1555,0.19725,0.2346,0.3279,0.5467
01.07.2014,Tue,0.095,0.123,0.1552,0.193,0.2318,0.3279,0.5462
30.06.2014,Mon,0.0936,0.123,0.1552,0.19325,0.2307,0.3268,0.5451
27.06.2014,Fri,0.0966,0.123,0.1515,0.19645,0.2346,0.3268,0.5451
26.06.2014,Thu,0.0962,0.1225,0.1495,0.19545,0.2341,0.32615,0.5461
25.06.2014,Wed,0.0955,0.12325,0.151,0.196,0.23385,0.3259,0.5471
24.06.2014,Tue,0.096,0.1235,0.1515,0.19725,0.2336,0.3263,0.5471
23.06.2014,Mon,0.0953,0.123,0.152,0.19625,0.2326,0.3253,0.5471
20.06.2014,Fri,0.0955,0.123,0.154,0.1965,0.2306,0.3234,0.5471
19.06.2014,Thu,0.095,0.123,0.15325,0.192,0.2296,0.3229,0.5456
18.06.2014,Wed,0.096,0.123,0.153,0.19345,0.231,0.3254,0.5506
17.06.2014,Tue,0.094,0.12375,0.155,0.19595,0.231,0.3245,0.5506
16.06.2014,Mon,0.0921,0.1235,0.154,0.19525,0.2306,0.3261,0.5466
13.06.2014,Fri,0.0922,0.1235,0.15425,0.1965,0.2321,0.3255,0.5446
12.06.2014,Thu,0.0919,0.12025,0.15175,0.19405,0.2306,0.324,0.5401
11.06.2014,Wed,0.0888,0.12255,0.15125,0.19125,0.2298,0.3203,0.5396
10.06.2014,Tue,0.0893,0.123,0.152,0.19175,0.2303,0.3214,0.5366
09.06.2014,Mon,0.0901,0.123,0.15225,0.19175,0.23055,0.3214,0.5351
06.06.2014,Fri,0.0909,0.122,0.1535,0.19375,0.2296,0.3214,0.5335
05.06.2014,Thu,0.0925,0.12,0.151,0.19075,0.2306,0.3224,0.5345
04.06.2014,Wed,0.09,0.122,0.152,0.19175,0.2295,0.3219,0.534
03.06.2014,Tue,0.088,0.119,0.1509,0.1894,0.2274,0.3219,0.535
02.06.2014,Mon,0.089,0.1209,0.151,0.1905,0.22715,0.3219,0.5345
